,Disease,Symptom1,Symptom2,Symptom3,Symptom4
446,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
447,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
448,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
449,Chronic cholestasis,itching, vomiting, yellowishskin, nausea
450,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
451,Drug Reaction,itching, stomachpain, burningmicturition, spottingurination
452,Drug Reaction,itching, skinrash, burningmicturition, spottingurination
453,Drug Reaction,itching, skinrash, stomachpain, spottingurination
454,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
455,Drug Reaction, skinrash, stomachpain, burningmicturition, spottingurination
456,Drug Reaction,itching, stomachpain, burningmicturition, spottingurination
457,Drug Reaction,itching, skinrash, burningmicturition, spottingurination
458,Drug Reaction,itching, skinrash, stomachpain, spottingurination
459,Drug Reaction,itching, skinrash, stomachpain, burningmicturition
460,Peptic ulcer diseae, vomiting, lossofappetite, abdominalpain, passageofgases
461,Peptic ulcer diseae, vomiting, indigestion, abdominalpain, passageofgases
462,Peptic ulcer diseae, indigestion, lossofappetite, abdominalpain, passageofgases
463,Peptic ulcer diseae, vomiting, lossofappetite, abdominalpain, passageofgases
464,Peptic ulcer diseae, vomiting, indigestion, abdominalpain, passageofgases
465,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, passageofgases
466,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
467,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
468,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
469,Peptic ulcer diseae, vomiting, indigestion, lossofappetite, abdominalpain
470,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
471,AIDS, patchesinthroat, highfever, extramaritalcontacts,
472,AIDS, musclewasting, highfever, extramaritalcontacts,
473,AIDS, musclewasting, patchesinthroat, extramaritalcontacts,
474,AIDS, musclewasting, patchesinthroat, highfever,
475,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
476,AIDS, musclewasting, patchesinthroat, highfever, extramaritalcontacts
477,AIDS, patchesinthroat, highfever, extramaritalcontacts,
478,AIDS, musclewasting, highfever, extramaritalcontacts,
479,AIDS, musclewasting, patchesinthroat, highfever,
480,Diabetes , fatigue, weightloss, restlessness, lethargy
481,Diabetes , fatigue, weightloss, restlessness, lethargy
482,Diabetes , weightloss, restlessness, lethargy, irregularsugarlevel
483,Diabetes , fatigue, restlessness, lethargy, irregularsugarlevel
484,Diabetes , fatigue, weightloss, lethargy, irregularsugarlevel
485,Diabetes , fatigue, weightloss, restlessness, irregularsugarlevel
486,Diabetes , fatigue, weightloss, restlessness, lethargy
487,Diabetes , fatigue, weightloss, restlessness, lethargy
488,Diabetes , fatigue, weightloss, restlessness, lethargy
489,Diabetes , fatigue, weightloss, restlessness, lethargy
490,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
491,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
492,Gastroenteritis, sunkeneyes, dehydration, diarrhoea,
493,Gastroenteritis, vomiting, dehydration, diarrhoea,
494,Gastroenteritis, vomiting, sunkeneyes, diarrhoea,
495,Gastroenteritis, vomiting, sunkeneyes, dehydration,
496,Gastroenteritis, vomiting, sunkeneyes, dehydration, diarrhoea
497,Gastroenteritis, sunkeneyes, dehydration, diarrhoea,
498,Gastroenteritis, vomiting, dehydration, diarrhoea,
499,Gastroenteritis, vomiting, sunkeneyes, diarrhoea,
500,Bronchial Asthma, fatigue, cough, highfever, breathlessness
501,Bronchial Asthma, cough, highfever, breathlessness, familyhistory
502,Bronchial Asthma, fatigue, highfever, breathlessness, familyhistory
503,Bronchial Asthma, fatigue, cough, breathlessness, familyhistory
504,Bronchial Asthma, fatigue, cough, highfever, familyhistory
505,Bronchial Asthma, fatigue, cough, highfever, breathlessness
506,Bronchial Asthma, fatigue, cough, highfever, breathlessness
507,Bronchial Asthma, fatigue, cough, highfever, breathlessness
508,Bronchial Asthma, cough, highfever, breathlessness, familyhistory
509,Bronchial Asthma, fatigue, highfever, breathlessness, familyhistory
510,Hypertension , headache, chestpain, dizziness, lossofbalance
511,Hypertension , chestpain, dizziness, lossofbalance, lackofconcentration
512,Hypertension , headache, dizziness, lossofbalance, lackofconcentration
513,Hypertension , headache, chestpain, lossofbalance, lackofconcentration
514,Hypertension , headache, chestpain, dizziness, lackofconcentration
515,Hypertension , headache, chestpain, dizziness, lossofbalance
516,Hypertension , headache, chestpain, dizziness, lossofbalance
517,Hypertension , chestpain, dizziness, lossofbalance, lackofconcentration
518,Hypertension , headache, dizziness, lossofbalance, lackofconcentration
519,Hypertension , headache, chestpain, lossofbalance, lackofconcentration
520,Migraine, acidity, indigestion, headache, blurredanddistortedvision
521,Migraine, indigestion, headache, blurredanddistortedvision, excessivehunger
522,Migraine, acidity, headache, blurredanddistortedvision, excessivehunger
523,Migraine, acidity, indigestion, blurredanddistortedvision, excessivehunger
524,Migraine, acidity, indigestion, headache, excessivehunger
525,Migraine, acidity, indigestion, headache, blurredanddistortedvision
526,Migraine, acidity, indigestion, headache, blurredanddistortedvision
527,Migraine, acidity, indigestion, headache, blurredanddistortedvision
528,Migraine, acidity, indigestion, headache, blurredanddistortedvision
529,Migraine, acidity, indigestion, headache, blurredanddistortedvision
530,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
531,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
532,Cervical spondylosis, weaknessinlimbs, neckpain, dizziness, lossofbalance
533,Cervical spondylosis, backpain, neckpain, dizziness, lossofbalance
534,Cervical spondylosis, backpain, weaknessinlimbs, dizziness, lossofbalance
535,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, lossofbalance
536,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
537,Cervical spondylosis, backpain, weaknessinlimbs, neckpain, dizziness
538,Cervical spondylosis, weaknessinlimbs, neckpain, dizziness, lossofbalance
539,Cervical spondylosis, backpain, neckpain, dizziness, lossofbalance
540,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
541,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
542,Paralysis (brain hemorrhage), headache, weaknessofonebodyside, alteredsensorium,
543,Paralysis (brain hemorrhage), vomiting, weaknessofonebodyside, alteredsensorium,
544,Paralysis (brain hemorrhage), vomiting, headache, alteredsensorium,
545,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside,
546,Paralysis (brain hemorrhage), vomiting, headache, weaknessofonebodyside, alteredsensorium
547,Paralysis (brain hemorrhage), headache, weaknessofonebodyside, alteredsensorium,
548,Paralysis (brain hemorrhage), vomiting, weaknessofonebodyside, alteredsensorium,
549,Paralysis (brain hemorrhage), vomiting, headache, alteredsensorium,
550,Jaundice,itching, vomiting, fatigue, weightloss
551,Jaundice,itching, vomiting, fatigue, weightloss
552,Jaundice, vomiting, fatigue, weightloss, highfever
553,Jaundice,itching, fatigue, weightloss, highfever
554,Jaundice,itching, vomiting, weightloss, highfever
555,Jaundice,itching, vomiting, fatigue, highfever
556,Jaundice,itching, vomiting, fatigue, weightloss
557,Jaundice,itching, vomiting, fatigue, weightloss
558,Jaundice,itching, vomiting, fatigue, weightloss
559,Jaundice,itching, vomiting, fatigue, weightloss
560,Malaria, chills, vomiting, highfever, sweating
561,Malaria, chills, vomiting, highfever, sweating
562,Malaria, chills, vomiting, highfever, sweating
563,Malaria, vomiting, highfever, sweating, headache
564,Malaria, chills, highfever, sweating, headache
565,Malaria, chills, vomiting, sweating, headache
566,Malaria, chills, vomiting, highfever, headache
567,Malaria, chills, vomiting, highfever, sweating
568,Malaria, chills, vomiting, highfever, sweating
569,Malaria, chills, vomiting, highfever, sweating
570,Chicken pox,itching, skinrash, fatigue, lethargy
571,Chicken pox, skinrash, fatigue, lethargy, highfever
572,Chicken pox,itching, fatigue, lethargy, highfever
573,Chicken pox,itching, skinrash, lethargy, highfever
574,Chicken pox,itching, skinrash, fatigue, highfever
575,Chicken pox,itching, skinrash, fatigue, lethargy
576,Chicken pox,itching, skinrash, fatigue, lethargy
577,Chicken pox,itching, skinrash, fatigue, lethargy
578,Chicken pox,itching, skinrash, fatigue, lethargy
579,Chicken pox,itching, skinrash, fatigue, lethargy
580,Dengue, skinrash, chills, jointpain, vomiting
581,Dengue, skinrash, chills, jointpain, vomiting
582,Dengue, skinrash, chills, jointpain, vomiting
583,Dengue, skinrash, chills, jointpain, vomiting
584,Dengue, chills, jointpain, vomiting, fatigue
585,Dengue, skinrash, jointpain, vomiting, fatigue
586,Dengue, skinrash, chills, vomiting, fatigue
587,Dengue, skinrash, chills, jointpain, fatigue
588,Dengue, skinrash, chills, jointpain, vomiting
589,Dengue, skinrash, chills, jointpain, vomiting
590,Typhoid, chills, vomiting, fatigue, highfever
591,Typhoid, chills, vomiting, fatigue, highfever
592,Typhoid, chills, vomiting, fatigue, highfever
593,Typhoid, chills, vomiting, fatigue, highfever
594,Typhoid, chills, vomiting, fatigue, highfever
595,Typhoid, chills, vomiting, fatigue, highfever
596,Typhoid, chills, vomiting, fatigue, highfever
597,Typhoid, chills, vomiting, fatigue, highfever
598,Typhoid, chills, vomiting, fatigue, highfever
599,Typhoid, chills, fatigue, highfever, headache
600,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
601,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
602,hepatitis A, vomiting, yellowishskin, darkurine, nausea
603,hepatitis A, jointpain, yellowishskin, darkurine, nausea
604,hepatitis A, jointpain, vomiting, darkurine, nausea
605,hepatitis A, jointpain, vomiting, yellowishskin, nausea
606,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
607,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
608,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
609,hepatitis A, jointpain, vomiting, yellowishskin, darkurine
610,Hepatitis B,itching, fatigue, lethargy, yellowishskin
611,Hepatitis B,itching, fatigue, lethargy, yellowishskin
612,Hepatitis B, fatigue, lethargy, yellowishskin, darkurine
613,Hepatitis B,itching, lethargy, yellowishskin, darkurine
614,Hepatitis B,itching, fatigue, yellowishskin, darkurine
615,Hepatitis B,itching, fatigue, lethargy, darkurine
616,Hepatitis B,itching, fatigue, lethargy, yellowishskin
617,Hepatitis B,itching, fatigue, lethargy, yellowishskin
618,Hepatitis B,itching, fatigue, lethargy, yellowishskin
619,Hepatitis B,itching, fatigue, lethargy, yellowishskin
620,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
621,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
622,Hepatitis C, yellowishskin, nausea, lossofappetite, yellowingofeyes
623,Hepatitis C, fatigue, nausea, lossofappetite, yellowingofeyes
624,Hepatitis C, fatigue, yellowishskin, lossofappetite, yellowingofeyes
625,Hepatitis C, fatigue, yellowishskin, nausea, yellowingofeyes
626,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
627,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
628,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
629,Hepatitis C, fatigue, yellowishskin, nausea, lossofappetite
630,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
631,Hepatitis D, vomiting, fatigue, yellowishskin, darkurine
632,Hepatitis D, jointpain, fatigue, yellowishskin, darkurine
633,Hepatitis D, jointpain, vomiting, yellowishskin, darkurine
634,Hepatitis D, jointpain, vomiting, fatigue, darkurine
635,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
636,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
637,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
638,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
639,Hepatitis D, jointpain, vomiting, fatigue, yellowishskin
640,Hepatitis E, jointpain, vomiting, fatigue, highfever
641,Hepatitis E, jointpain, vomiting, fatigue, highfever
642,Hepatitis E, jointpain, vomiting, fatigue, highfever
643,Hepatitis E, vomiting, fatigue, highfever, yellowishskin
644,Hepatitis E, jointpain, fatigue, highfever, yellowishskin
645,Hepatitis E, jointpain, vomiting, highfever, yellowishskin
646,Hepatitis E, jointpain, vomiting, fatigue, yellowishskin
647,Hepatitis E, jointpain, vomiting, fatigue, highfever
648,Hepatitis E, jointpain, vomiting, fatigue, highfever
649,Hepatitis E, jointpain, vomiting, fatigue, highfever
650,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
651,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
652,Alcoholic hepatitis, yellowishskin, abdominalpain, swellingofstomach, distentionofabdomen
653,Alcoholic hepatitis, vomiting, abdominalpain, swellingofstomach, distentionofabdomen
654,Alcoholic hepatitis, vomiting, yellowishskin, swellingofstomach, distentionofabdomen
655,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, distentionofabdomen
656,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
657,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
658,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
659,Alcoholic hepatitis, vomiting, yellowishskin, abdominalpain, swellingofstomach
660,Tuberculosis, chills, vomiting, fatigue, weightloss
661,Tuberculosis, chills, vomiting, fatigue, weightloss
662,Tuberculosis, vomiting, fatigue, weightloss, cough
663,Tuberculosis, chills, fatigue, weightloss, cough
664,Tuberculosis, chills, vomiting, weightloss, cough
665,Tuberculosis, chills, vomiting, fatigue, cough
666,Tuberculosis, chills, vomiting, fatigue, weightloss
667,Tuberculosis, chills, vomiting, fatigue, weightloss
668,Tuberculosis, chills, vomiting, fatigue, weightloss
669,Tuberculosis, chills, vomiting, fatigue, weightloss
670,Common Cold, continuoussneezing, chills, fatigue, cough
671,Common Cold, continuoussneezing, chills, fatigue, cough
672,Common Cold, chills, fatigue, cough, highfever
673,Common Cold, continuoussneezing, fatigue, cough, highfever
674,Common Cold, continuoussneezing, chills, cough, highfever
675,Common Cold, continuoussneezing, chills, fatigue, highfever
676,Common Cold, continuoussneezing, chills, fatigue, cough
677,Common Cold, continuoussneezing, chills, fatigue, cough
678,Common Cold, continuoussneezing, chills, fatigue, cough
679,Common Cold, continuoussneezing, chills, fatigue, cough
680,Pneumonia, chills, fatigue, cough, highfever
681,Pneumonia, chills, fatigue, cough, highfever
682,Pneumonia, chills, fatigue, cough, highfever
683,Pneumonia, fatigue, cough, highfever, breathlessness
684,Pneumonia, chills, cough, highfever, breathlessness
685,Pneumonia, chills, fatigue, highfever, breathlessness
